Kind,Name,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
Lambda Method,org.junit.platform.launcher.listeners.SummaryGeneratingListener.executionFinished.(lambda_expr_1),1,,,,,,,1,1
Public Method,org.junit.platform.launcher.listeners.SummaryGeneratingListener.executionSkipped,1,,,,,,,1,10
Public Method,org.junit.platform.launcher.listeners.SummaryGeneratingListener.executionStarted,3,,,,,,,1,8
Public Method,org.junit.platform.launcher.listeners.SummaryGeneratingListener.getSummary,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.listeners.SummaryGeneratingListener.testPlanExecutionFinished,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.listeners.SummaryGeneratingListener.testPlanExecutionStarted,1,,,,,,,1,4
Class,org.junit.platform.launcher.listeners.SummaryGenerationTests,44,1,1,22,0,19,9,,181
Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.canGetListOfFailures,1,,,,,,,1,18
Anonymous Class,org.junit.platform.launcher.listeners.SummaryGenerationTests.canGetListOfFailures.(Anon_1),1,1,3,0,0,3,1,,5
Public Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.canGetListOfFailures.(Anon_1).getSource,1,,,,,,,1,3
Private Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.createContainerIdentifier,1,,,,,,,1,11
Anonymous Class,org.junit.platform.launcher.listeners.SummaryGenerationTests.createContainerIdentifier.(Anon_4),1,1,3,0,0,2,1,,5
Public Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.createContainerIdentifier.(Anon_4).getType,1,,,,,,,1,3
Private Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.createTestIdentifier,1,,,,,,,1,6
Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport,14,,,,,,,1,22
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_10),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_11),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_12),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_13),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_6),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_7),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_8),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.emptyReport.(lambda_expr_9),1,,,,,,,1,1
Private Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.failuresAsString,1,,,,,,,1,5
Public Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCircularFailure,4,,,,,,,1,26
Anonymous Class,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCircularFailure.(Anon_3),1,1,3,0,0,3,1,,5
Public Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCircularFailure.(Anon_3).getSource,1,,,,,,,1,3
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCircularFailure.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCircularFailure.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCircularFailure.(lambda_expr_3),1,,,,,,,1,2
Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts,14,,,,,,,1,47
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_10),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_11),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_12),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_6),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_7),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_8),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectCounts.(lambda_expr_9),1,,,,,,,1,1
Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectFailures,7,,,,,,,1,30
Anonymous Class,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectFailures.(Anon_2),1,1,3,0,0,3,1,,5
Public Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectFailures.(Anon_2).getSource,1,,,,,,,1,3
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectFailures.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectFailures.(lambda_expr_2),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectFailures.(lambda_expr_3),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectFailures.(lambda_expr_4),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectFailures.(lambda_expr_5),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.reportingCorrectFailures.(lambda_expr_6),1,,,,,,,1,1
Private Method,org.junit.platform.launcher.listeners.SummaryGenerationTests.summaryAsString,1,,,,,,,1,5
Public Interface,org.junit.platform.launcher.listeners.TestExecutionSummary,0,0,0,0,2,2,18,,24
Interface,org.junit.platform.launcher.listeners.TestExecutionSummary.Failure,0,0,0,0,1,2,2,,4
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.Failure.getException,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.Failure.getTestIdentifier,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getContainersAbortedCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getContainersFailedCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getContainersFoundCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getContainersSkippedCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getContainersStartedCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getContainersSucceededCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getFailures,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getTestsAbortedCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getTestsFailedCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getTestsFoundCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getTestsSkippedCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getTestsStartedCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getTestsSucceededCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getTimeFinished,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getTimeStarted,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.getTotalFailureCount,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.printFailuresTo,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.listeners.TestExecutionSummary.printTo,0,,,,,,,0,1
Package,org.junit.platform.launcher.tagexpression,168,1,,,,,133,,820
Generic Class,org.junit.platform.launcher.tagexpression.DequeStack,5,1,1,0,0,3,5,,23
TypeVariable,org.junit.platform.launcher.tagexpression.DequeStack.T,0,0,1,0,0,0,0,,0
Public Method,org.junit.platform.launcher.tagexpression.DequeStack.isEmpty,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.DequeStack.peek,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.DequeStack.pop,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.DequeStack.push,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.DequeStack.size,1,,,,,,,1,3
Class,org.junit.platform.launcher.tagexpression.Operator,25,1,1,75,0,9,12,,94
Enum Type,org.junit.platform.launcher.tagexpression.Operator.Associativity,2,1,1,,0,1,2,,3
Public Method,org.junit.platform.launcher.tagexpression.Operator.Associativity.valueOf,1,,,,,,,1,0
Public Method,org.junit.platform.launcher.tagexpression.Operator.Associativity.values,1,,,,,,,1,0
Private Constructor,org.junit.platform.launcher.tagexpression.Operator.Operator,1,,,,,,,1,8
Interface,org.junit.platform.launcher.tagexpression.Operator.TagExpressionCreator,0,0,0,0,0,3,1,,3
Abstract Method,org.junit.platform.launcher.tagexpression.Operator.TagExpressionCreator.createExpressionAndAddTo,0,,,,,,,0,1
Static Method,org.junit.platform.launcher.tagexpression.Operator.binaryOperator,5,,,,,,,1,20
Lambda Method,org.junit.platform.launcher.tagexpression.Operator.binaryOperator.(lambda_expr_1),4,,,,,,,4,17
Method,org.junit.platform.launcher.tagexpression.Operator.createAndAddExpressionTo,2,,,,,,,1,7
Private Method,org.junit.platform.launcher.tagexpression.Operator.createMissingOperandMessage,6,,,,,,,4,13
Method,org.junit.platform.launcher.tagexpression.Operator.hasLowerPrecedenceThan,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.Operator.hasSamePrecedenceAs,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.Operator.isLeftAssociative,1,,,,,,,1,3
Private Method,org.junit.platform.launcher.tagexpression.Operator.missingOneOperand,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.Operator.nullaryOperator,2,,,,,,,1,3
Lambda Method,org.junit.platform.launcher.tagexpression.Operator.nullaryOperator.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.platform.launcher.tagexpression.Operator.representation,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.Operator.represents,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.Operator.unaryOperator,3,,,,,,,1,12
Lambda Method,org.junit.platform.launcher.tagexpression.Operator.unaryOperator.(lambda_expr_1),2,,,,,,,1,9
Class,org.junit.platform.launcher.tagexpression.Operators,2,1,1,0,0,6,2,,13
Method,org.junit.platform.launcher.tagexpression.Operators.isOperator,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.Operators.operatorFor,1,,,,,,,1,3
Public Interface,org.junit.platform.launcher.tagexpression.ParseResult,4,1,0,0,2,3,3,,14
Method,org.junit.platform.launcher.tagexpression.ParseResult.errorMessage,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.ParseResult.tagExpression,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.ParseResult.tagExpressionOrThrow,2,,,,,,,1,6
Class,org.junit.platform.launcher.tagexpression.ParseResults,3,1,1,0,0,3,3,,20
Private Constructor,org.junit.platform.launcher.tagexpression.ParseResults.ParseResults,1,,,,,,,1,2
Static Method,org.junit.platform.launcher.tagexpression.ParseResults.error,1,,,,,,,1,8
Anonymous Class,org.junit.platform.launcher.tagexpression.ParseResults.error.(Anon_2),1,1,1,0,0,3,1,,5
Public Method,org.junit.platform.launcher.tagexpression.ParseResults.error.(Anon_2).errorMessage,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.ParseResults.success,1,,,,,,,1,8
Anonymous Class,org.junit.platform.launcher.tagexpression.ParseResults.success.(Anon_1),1,1,1,0,0,3,1,,5
Public Method,org.junit.platform.launcher.tagexpression.ParseResults.success.(Anon_1).tagExpression,1,,,,,,,1,3
Class,org.junit.platform.launcher.tagexpression.ParseStatus,15,1,1,85,0,4,14,,51
Private Constructor,org.junit.platform.launcher.tagexpression.ParseStatus.ParseStatus,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.ParseStatus.emptyTagExpression,1,,,,,,,1,3
Private Static Method,org.junit.platform.launcher.tagexpression.ParseStatus.error,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.ParseStatus.errorAt,1,,,,,,,1,4
Private Static Method,org.junit.platform.launcher.tagexpression.ParseStatus.format,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.ParseStatus.isError,1,,,,,,,1,3
Private Method,org.junit.platform.launcher.tagexpression.ParseStatus.isSuccess,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.ParseStatus.missingClosingParenthesis,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.ParseStatus.missingOpeningParenthesis,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.ParseStatus.missingOperatorBetween,1,,,,,,,1,5
Static Method,org.junit.platform.launcher.tagexpression.ParseStatus.missingRhsOperand,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.ParseStatus.problemParsing,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.ParseStatus.process,2,,,,,,,1,6
Static Method,org.junit.platform.launcher.tagexpression.ParseStatus.success,1,,,,,,,1,3
Class,org.junit.platform.launcher.tagexpression.Parser,3,1,1,66,0,5,3,,12
Private Method,org.junit.platform.launcher.tagexpression.Parser.constructExpressionFrom,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.Parser.parse,1,,,,,,,1,3
Private Method,org.junit.platform.launcher.tagexpression.Parser.tokensDerivedFrom,1,,,,,,,1,3
Class,org.junit.platform.launcher.tagexpression.ParserErrorTests,10,1,1,88,0,10,9,,69
Method,org.junit.platform.launcher.tagexpression.ParserErrorTests.acceptanceTests,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.ParserErrorTests.cantParseExpressionFromNull,1,,,,,,,1,3
Private Static Method,org.junit.platform.launcher.tagexpression.ParserErrorTests.data,1,,,,,,,1,23
Method,org.junit.platform.launcher.tagexpression.ParserErrorTests.emptyExpression,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.ParserErrorTests.missingClosingParenthesis,1,,,,,,,1,4
Method,org.junit.platform.launcher.tagexpression.ParserErrorTests.missingOpeningParenthesis,1,,,,,,,1,4
Private Method,org.junit.platform.launcher.tagexpression.ParserErrorTests.parseErrorFromParsing,2,,,,,,,1,10
Method,org.junit.platform.launcher.tagexpression.ParserErrorTests.partialBinaryOperator,1,,,,,,,1,4
Method,org.junit.platform.launcher.tagexpression.ParserErrorTests.partialUnaryOperator,1,,,,,,,1,3
Class,org.junit.platform.launcher.tagexpression.ParserTests,9,1,1,87,0,11,8,,46
Method,org.junit.platform.launcher.tagexpression.ParserTests.acceptanceTests,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.ParserTests.andHasHigherPrecedenceThanOr,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.ParserTests.andIsLeftAssociative,1,,,,,,,1,3
Private Static Method,org.junit.platform.launcher.tagexpression.ParserTests.data,1,,,,,,,1,13
Method,org.junit.platform.launcher.tagexpression.ParserTests.notHasHigherPrecedenceThanAnd,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.ParserTests.notIsRightAssociative,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.ParserTests.orIsLeftAssociative,1,,,,,,,1,3
Private Method,org.junit.platform.launcher.tagexpression.ParserTests.tagExpressionParsedFrom,2,,,,,,,1,4
Lambda Method,org.junit.platform.launcher.tagexpression.ParserTests.tagExpressionParsedFrom.(lambda_expr_1),1,,,,,,,1,1
Class,org.junit.platform.launcher.tagexpression.ShuntingYard,27,2,1,68,0,12,11,,106
Constructor,org.junit.platform.launcher.tagexpression.ShuntingYard.ShuntingYard,1,,,,,,,1,4
Private Method,org.junit.platform.launcher.tagexpression.ShuntingYard.consumeRemainingOperators,4,,,,,,,4,14
Private Method,org.junit.platform.launcher.tagexpression.ShuntingYard.ensureOnlySingleExpressionRemains,3,,,,,,,3,11
Public Method,org.junit.platform.launcher.tagexpression.ShuntingYard.execute,2,,,,,,,1,9
Private Method,org.junit.platform.launcher.tagexpression.ShuntingYard.findMatchingLeftParenthesis,4,,,,,,,4,14
Private Method,org.junit.platform.launcher.tagexpression.ShuntingYard.findOperands,3,,,,,,,3,13
Private Method,org.junit.platform.launcher.tagexpression.ShuntingYard.previousOperator,1,,,,,,,1,3
Private Method,org.junit.platform.launcher.tagexpression.ShuntingYard.process,4,,,,,,,4,15
Private Method,org.junit.platform.launcher.tagexpression.ShuntingYard.processTokens,3,,,,,,,1,7
Lambda Method,org.junit.platform.launcher.tagexpression.ShuntingYard.processTokens.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.platform.launcher.tagexpression.ShuntingYard.pushExpressionAt,1,,,,,,,1,3
Private Method,org.junit.platform.launcher.tagexpression.ShuntingYard.pushOperatorAt,1,,,,,,,1,3
Generic Interface,org.junit.platform.launcher.tagexpression.Stack,0,0,0,0,1,0,5,,7
TypeVariable,org.junit.platform.launcher.tagexpression.Stack.T,0,0,1,0,0,0,0,,0
Abstract Method,org.junit.platform.launcher.tagexpression.Stack.isEmpty,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.tagexpression.Stack.peek,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.tagexpression.Stack.pop,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.tagexpression.Stack.push,0,,,,,,,0,1
Abstract Method,org.junit.platform.launcher.tagexpression.Stack.size,0,,,,,,,0,1
Public Interface,org.junit.platform.launcher.tagexpression.TagExpression,1,1,0,0,4,5,2,,7
Abstract Method,org.junit.platform.launcher.tagexpression.TagExpression.evaluate,0,,,,,,,0,1
Static Method,org.junit.platform.launcher.tagexpression.TagExpression.parseFrom,1,,,,,,,1,3
Class,org.junit.platform.launcher.tagexpression.TagExpressions,4,1,1,0,0,3,4,,51
Static Method,org.junit.platform.launcher.tagexpression.TagExpressions.and,1,,,,,,,1,12
Anonymous Class,org.junit.platform.launcher.tagexpression.TagExpressions.and.(Anon_3),2,1,1,0,0,4,2,,9
Public Method,org.junit.platform.launcher.tagexpression.TagExpressions.and.(Anon_3).evaluate,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.TagExpressions.and.(Anon_3).toString,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.TagExpressions.not,1,,,,,,,1,12
Anonymous Class,org.junit.platform.launcher.tagexpression.TagExpressions.not.(Anon_2),2,1,1,0,0,4,2,,9
Public Method,org.junit.platform.launcher.tagexpression.TagExpressions.not.(Anon_2).evaluate,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.TagExpressions.not.(Anon_2).toString,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.TagExpressions.or,1,,,,,,,1,12
Anonymous Class,org.junit.platform.launcher.tagexpression.TagExpressions.or.(Anon_4),2,1,1,0,0,4,2,,9
Public Method,org.junit.platform.launcher.tagexpression.TagExpressions.or.(Anon_4).evaluate,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.TagExpressions.or.(Anon_4).toString,1,,,,,,,1,3
Static Method,org.junit.platform.launcher.tagexpression.TagExpressions.tag,1,,,,,,,1,13
Anonymous Class,org.junit.platform.launcher.tagexpression.TagExpressions.tag.(Anon_1),2,1,1,0,0,5,2,,9
Public Method,org.junit.platform.launcher.tagexpression.TagExpressions.tag.(Anon_1).evaluate,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.TagExpressions.tag.(Anon_1).toString,1,,,,,,,1,3
Class,org.junit.platform.launcher.tagexpression.TagExpressionsTests,13,1,1,0,0,9,11,,59
Lambda Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.(lambda_expr_1),1,,,,,,,1,1
Lambda Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.(lambda_expr_2),1,,,,,,,1,1
Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.andEvaluation,1,,,,,,,1,5
Private Static Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.anyTestTags,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.encloseAndWithParenthesis,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.encloseOrWithParenthesis,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.justConcatenateNot,1,,,,,,,1,5
Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.notEvaluation,1,,,,,,,1,4
Private Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.onEvaluateThrow,2,,,,,,,1,5
Lambda Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.onEvaluateThrow.(lambda_expr_1),1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.orEvaluation,1,,,,,,,1,5
Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.rejectInvalidTestTags,2,,,,,,,1,5
Lambda Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.rejectInvalidTestTags.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.tagEvaluation,1,,,,,,,1,5
Method,org.junit.platform.launcher.tagexpression.TagExpressionsTests.tagIsJustATestTag,1,,,,,,,1,3
Class,org.junit.platform.launcher.tagexpression.Token,7,1,1,28,0,1,7,,27
Constructor,org.junit.platform.launcher.tagexpression.Token.Token,1,,,,,,,1,4
Public Method,org.junit.platform.launcher.tagexpression.Token.concatenate,1,,,,,,,1,4
Public Method,org.junit.platform.launcher.tagexpression.Token.endIndexExclusive,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.Token.isLeftOf,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.Token.lastCharacterIndex,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.Token.string,1,,,,,,,1,3
Public Method,org.junit.platform.launcher.tagexpression.Token.trimmedTokenStartIndex,1,,,,,,,1,3
Class,org.junit.platform.launcher.tagexpression.TokenTests,4,1,1,0,0,4,4,,29
Method,org.junit.platform.launcher.tagexpression.TokenTests.concatenateTwoTokens,1,,,,,,,1,8
Method,org.junit.platform.launcher.tagexpression.TokenTests.endIndexExclusive,1,,,,,,,1,5
Method,org.junit.platform.launcher.tagexpression.TokenTests.lastCharacterIndex,1,,,,,,,1,5
Method,org.junit.platform.launcher.tagexpression.TokenTests.startIndexOfTokenString,1,,,,,,,1,5
Generic Class,org.junit.platform.launcher.tagexpression.TokenWith,1,1,1,0,0,1,1,,8
TypeVariable,org.junit.platform.launcher.tagexpression.TokenWith.T,0,0,1,0,0,0,0,,0
Constructor,org.junit.platform.launcher.tagexpression.TokenWith.TokenWith,1,,,,,,,1,4
Class,org.junit.platform.launcher.tagexpression.Tokenizer,7,1,1,0,0,5,4,,28
Private Method,org.junit.platform.launcher.tagexpression.Tokenizer.deriveTokensFrom,2,,,,,,,1,10
Private Method,org.junit.platform.launcher.tagexpression.Tokenizer.extractTokenStartingAt,1,,,,,,,1,6
Method,org.junit.platform.launcher.tagexpression.Tokenizer.tokenize,2,,,,,,,1,6
Private Method,org.junit.platform.launcher.tagexpression.Tokenizer.trimmedTokenStringsFrom,2,,,,,,,1,4
Lambda Method,org.junit.platform.launcher.tagexpression.Tokenizer.trimmedTokenStringsFrom.(lambda_expr_1),1,,,,,,,1,1
Class,org.junit.platform.launcher.tagexpression.TokenizerTests,14,1,1,0,0,6,12,,58
Method,org.junit.platform.launcher.tagexpression.TokenizerTests.andIsAReservedKeyword,1,,,,,,,1,4
Method,org.junit.platform.launcher.tagexpression.TokenizerTests.discoverBrackets,1,,,,,,,1,7
Method,org.junit.platform.launcher.tagexpression.TokenizerTests.extractRawStringWithSpaceCharactersBeforeTheToken,1,,,,,,,1,6
Method,org.junit.platform.launcher.tagexpression.TokenizerTests.extractStartPositionOfRawString,1,,,,,,,1,5
Method,org.junit.platform.launcher.tagexpression.TokenizerTests.notIsAReservedKeyword,1,,,,,,,1,4
Method,org.junit.platform.launcher.tagexpression.TokenizerTests.nullContainsNoTokens,1,,,,,,,1,3
Method,org.junit.platform.launcher.tagexpression.TokenizerTests.orIsAReservedKeyword,1,,,,,,,1,4
Private Method,org.junit.platform.launcher.tagexpression.TokenizerTests.rawStringsExtractedFrom,2,,,,,,,1,3
Lambda Method,org.junit.platform.launcher.tagexpression.TokenizerTests.rawStringsExtractedFrom.(lambda_expr_1),1,,,,,,,1,1
Method,org.junit.platform.launcher.tagexpression.TokenizerTests.removeLeadingAndTrailingSpaces,1,,,,,,,1,3
Private Method,org.junit.platform.launcher.tagexpression.TokenizerTests.startIndicesExtractedFrom,2,,,,,,,1,3
Lambda Method,org.junit.platform.launcher.tagexpression.TokenizerTests.startIndicesExtractedFrom.(lambda_expr_1),1,,,,,,,1,1
Private Method,org.junit.platform.launcher.tagexpression.TokenizerTests.tokenStringsExtractedFrom,1,,,,,,,1,3
Private Method,org.junit.platform.launcher.tagexpression.TokenizerTests.tokensExtractedFrom,1,,,,,,,1,3
Package,org.junit.platform.reporting,0,0,,,,,0,,1
Package,org.junit.platform.reporting.legacy,0,0,,,,,0,,1
Package,org.junit.platform.reporting.legacy.xml,147,1,,,,,99,,1075
Class,org.junit.platform.reporting.legacy.xml.IncrementingClock,5,1,2,46,0,4,5,,25
Constructor,org.junit.platform.reporting.legacy.xml.IncrementingClock.IncrementingClock,1,,,,,,,1,3
Private Constructor,org.junit.platform.reporting.legacy.xml.IncrementingClock.IncrementingClock,1,,,,,,,1,5
